,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ZONA
1551,00-03-8280-46,01-402,GUATEMALA,CIUDAD CAPITAL,COLEGIO EVANGELICO MIXTO FRANCISCO G. PENZOTTI (POR MADUREZ),4A. AVE. 31-49,24402064,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,SABATINO,GUATEMALA NORTE,ZONA 3
1552,00-03-8342-46,,GUATEMALA,CIUDAD CAPITAL,ASOCAICION DE ALFABETIZACION Y SUPERACION INTEGRAL CRISTIANA (POR MADUREZ),6A. AVENIDA 27-96,24406218,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,ZONA 3
1553,00-03-8574-46,01-302,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNICO MODERNO,AV. BOLIVAR 30-00,24712407,HECTOR EDELMIRO FLORES BRINGUEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 3
1554,00-03-8576-46,01-628,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNICO MODERNO,AV. BOLIVAR 30-00,24712407,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 3
1555,00-03-9227-46,01-302,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO TECNOLOGICO EMILIANO,25 CALLE 1-49,24710821,HECTOR EDELMIRO FLORES BRINGUEZ,ROSA MARIA RECINOS ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 3
1556,00-03-9228-46,01-403,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO TECNOLOGICO EMILIANO,25 CALLE 1-49,49643184,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 3
1557,00-03-9268-46,01-403,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO TECNOLOGICO EMILIANO,25 CALLE 1-49,49643184,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 3
1558,00-03-9800-46,99-001,GUATEMALA,CIUDAD CAPITAL,ESCUELA 'JUANA DE ARCO' MIXTA,14 CALLE C 4-40,22321385,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 3
1559,00-04-0005-46,01-312,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUATEMALTECO AMERICANO-IGA-,RUTA 14-05,24225555,AMADO SALOMON FLORES PEREZ,CLAUDIA ELIZABETH SANCHEZ SANTOS DE LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 4
1560,00-04-0376-46,01-312,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUATEMALTECO AMERICANO -IGA-,RUTA I 4-05,24225555,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 4
1561,00-04-9689-46,01-312,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUATEMALTECO AMERICANO IGA,"RUTA 1, 4-05",24225555,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 4
1562,00-04-9791-46,99-001,GUATEMALA,CIUDAD CAPITAL,ESCUELA DE CAPACITACION EN ADMINISTRACION MUNICIPAL ECAM,DIAGONAL,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,MUNICIPAL,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 4
1563,00-05-0001-46,01-101,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO DE EDUCACION INTEGRAL,ZONA 5,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1564,00-05-0007-46,01-313,GUATEMALA,CIUDAD CAPITAL,ESCUELA SUPERIOR DE COMERCIO Y ACADEMIA ROYAL,27 CALLE 23-14,23316077,ERICK GUILLERMO SANCHEZ MARTINEZ,BLANCA ULIANOVA ALVARADO IBANEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1565,00-05-0016-46,01-313,GUATEMALA,CIUDAD CAPITAL,COLEGIO MARTA NOVELLA,27 AV. 27-45,23393125,ERICK GUILLERMO SANCHEZ MARTINEZ,ANA VIRGINIA RODAS VASQUEZ DE HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1566,00-05-0025-46,01-314,GUATEMALA,CIUDAD CAPITAL,COLEGIO MADRID,30 CALLE 22-38,35131111,PLINIO IVAN HERNANDEZ,JOSE RAFAEL VILLELA BOLLATH,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1567,00-05-0029-46,01-313,GUATEMALA,CIUDAD CAPITAL,COLEGIO LOS NINOS DE SANTA MARIA,36 AVENIDA 12-37 JARDINES DE LA ASUNCION,23349314,ERICK GUILLERMO SANCHEZ MARTINEZ,LAURA VERONICA MONZON CARCAMO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1568,00-05-0031-46,01-504,GUATEMALA,CIUDAD CAPITAL,INSTITUTO NACIONAL DE FORMACION TECNICA,"28 AVENIDA ""A"" 33-50",55599573,DAVID SOTOJ SANCHEZ,ANA DE CORONADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1569,00-05-0033-46,01-313,GUATEMALA,CIUDAD CAPITAL,COLEGIO SAN AGUSTIN,21 CALLE 32-38 COLONIA LA PALMITA GUATEMALA,23356656,ERICK GUILLERMO SANCHEZ MARTINEZ,ESTEFANY VICTORIA COROY ALBENO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1570,00-05-0454-46,01-504,GUATEMALA,CIUDAD CAPITAL,INSTITUTO NACIONAL DE FORMACION TECNICA,28 AVE. A 33-50,23355168,DAVID SOTOJ SANCHEZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1571,00-05-0455-46,01-504,GUATEMALA,CIUDAD CAPITAL,INSTITUTO DIVERSIFICADO CENTRAL DE MERCADOTECNIA Y PUBLICIDAD,42 AVENIDA 20-00,23350777,DAVID SOTOJ SANCHEZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1572,00-05-0457-46,01-314,GUATEMALA,CIUDAD CAPITAL,ESCUELA PROFESIONAL SAN VICENTE DE PAUL,17 AVE 31-00,22983316,PLINIO IVAN HERNANDEZ,ELVIRA PEREZ CONTRERAS DE DUBOIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1573,00-05-0458-46,01-405,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCACIONAL MINERVA CEDMA,13 AVENIDA 25-74,23325242,BLANCA SARAI GUTIERREZ PINEDA,MARIA DEL SOCORRO TANCHEZ ROJAS DE DE LEON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1574,00-05-2214-46,01-314,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA LICEO GUATEMALA,10A AVE. 33-03,22095400,PLINIO IVAN HERNANDEZ,ERICKA DEL ROSARIO DARDON PAREDES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1575,00-05-2481-46,01-313,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUATEMALTECO ESPANOL,DIAGONAL 14 23-55 COL VIVIBIEN,23321393,ERICK GUILLERMO SANCHEZ MARTINEZ,MIGUEL JOSE RALON ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1576,00-05-2490-46,01-405,GUATEMALA,CIUDAD CAPITAL,LICEO GUATEMALA JORNADA NOCTURNA E INTERMEDIA,10A AV 33-03,23341680,BLANCA SARAI GUTIERREZ PINEDA,RICARDO ORTIZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1577,00-05-2912-46,,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO DE EDUCACION INTEGRAL,11 AV. 'A' 27-65,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1578,00-05-3067-46,01-313,GUATEMALA,CIUDAD CAPITAL,CENTRO ESTUDIANTIL DE ENSENANZA MEDIA,17 AVE 27-52,23327777,ERICK GUILLERMO SANCHEZ MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1579,00-05-7952-46,,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO EN COMPUTACION 'GUATEMALTECO SAN CARLOS',22 CALLE 36-49 COLONIA ARRIVILLAGA,23350996,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1580,00-05-7953-46,01-405,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO EN COMPUTACION GUATEMALTECO SAN CARLOS,22 CALLE 36-49 COLONIA ARRIVILLAGA 22 CALLE 36-49 ZONA 5 COLONIA ARRIVILLAGA,23354018,BLANCA SARAI GUTIERREZ PINEDA,LICDA. DORIS ZUNUN CARRERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,ZONA 5
1581,00-05-7955-46,01-314,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO EN COMPUTACION GUATEMALTECO SAN CARLOS,22 CALLE 36-49 COLONIA ARRIVILLAGA,23354018,PLINIO IVAN HERNANDEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1582,00-05-8102-46,01-313,GUATEMALA,CIUDAD CAPITAL,INSTITUTO ESCRITURA VELOZ (SPEEDWRITING),27 CALLE 23-14,23316077,ERICK GUILLERMO SANCHEZ MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1583,00-05-8161-46,,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCACIONAL MINERVA 'CEDMA',13 AVE. 25-74,23325242,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA ORIENTE,ZONA 5
1584,00-05-8233-46,01-313,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO ACROPOLIS,12 CALLE B 40-81 JARDINES DE LA ASUNCION,23360138,ERICK GUILLERMO SANCHEZ MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1585,00-05-8283-46,01-313,GUATEMALA,CIUDAD CAPITAL,COLEGIO EVANGELICO MIXTO ADONAI,30 CALLE 16-00 SAN PEDRITO,23354466,ERICK GUILLERMO SANCHEZ MARTINEZ,ANA LUISA GUERRA CASTANEDA DE DAVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1586,00-05-8475-46,01-405,GUATEMALA,CIUDAD CAPITAL,CENTRO ESTUDIANTIL DE ENSENANZA MEDIA (POR MADUREZ),17 AV. 27-52,23327777,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,ZONA 5
1587,00-05-8531-46,01-,GUATEMALA,CIUDAD CAPITAL,LICEO GUATEMALTECO EN ESTUDIOS DE COMPUTACION,19 AVENIDA 27-11 COLONIA SAN PEDRITO,23623262,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1588,00-05-8557-46,01-405,GUATEMALA,CIUDAD CAPITAL,LICEO GUATEMALTECO DE ESTUDIOS EN COMPUTACION,19AV. 27-11 ZONA 5 COLONIA SAN PEDRITO,23623262,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,ZONA 5
1589,00-05-8861-46,01-405,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO 'NUESTRA SENORA DE MEDJUGORJE',21 CALLE 'A' 38-65 COLONIA ARRIVILLAGA,23354385,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA ORIENTE,ZONA 5
1590,00-05-8862-46,01-405,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO 'NUESTRA SENORA DE MEDJUGORJE',21 CALLE 'A' 38-65 COLONIA ARRIVILLAGA,23354385,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA ORIENTE,ZONA 5
1591,00-05-8941-46,01-313,GUATEMALA,CIUDAD CAPITAL,ESCUELA MILITAR DE MUSICA MAESTRO RAFAEL ALVAREZ OVALLE,23 AVENIDA FINAL 32-36,44974290,ERICK GUILLERMO SANCHEZ MARTINEZ,HUGO FERNANDO RODRIGUEZ CIFUENTES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1592,00-05-9794-46,99-001,GUATEMALA,CIUDAD CAPITAL,INSTITUTO TECNICO FEMENINO,28 AVENIDA A 33-50,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,DORIS LEONOR ZUNUN CARRERA,DIVERSIFICADO,OFICIAL,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1593,00-05-9801-46,99-001,GUATEMALA,CIUDAD CAPITAL,INSTITUTO MIXTO NOCTURNO 'JOSE BATRES MONTUFAR',28 CALLE,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1594,00-05-9827-46,99-001,GUATEMALA,CIUDAD CAPITAL,LICEO PARTICULAR MIXTO EPISCOPAL,13 CALL EY 7A. AVENIDA,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,ZONA 5
1595,00-06-0007-46,01-106,GUATEMALA,CIUDAD CAPITAL,LICEO DE CIENCIAS TECNICAS,1A. CALLE 13-59,22881033,CESAR ARNOLDO MARTINEZ GARCIA,CARLOS HUMBERTO BARRIOS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 6
1596,00-06-0008-46,01-106,GUATEMALA,CIUDAD CAPITAL,LICEO DE CIENCIAS TECNICAS,1A. CALLE 13-59,22881033,CESAR ARNOLDO MARTINEZ GARCIA,CARLOS HUMBERTO BARRIOS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 6
1597,00-06-0012-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO NO. 7,"CALZADA JOSE MILLA Y VIDAURRE 17-30, PLAZA JOSE MILLA LOCAL 2",22549965,CARLOS HUMBERTO GONZALEZ DE LEON,EMMY LISSETH ORTIZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 6
1598,00-06-0013-46,01-101,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO NO. 7,"CALZADA JOSE MILLA Y VIDAURRE, 17-30, PLAZA JOSE MILLA, LOCAL 2",22549967,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,EMMY LISSETH ORTIZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1599,00-06-0014-46,01-102,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO NO. 7,"CALZADA JOSE MILLA Y VIDAURRE 17-30, PLAZA JOSE MILLA, LOCAL 2",22549965,ZIZI ARELY LOPEZ CHINCHILLA,CARLOS ALFREDO CARRILLO GARCIA SALAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1600,00-06-0021-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO NO. 7,"CALZADA JOSE MILLA Y VIDAURRE, 17-30, PLAZA JOSE MILLA, LOCAL 2",55500469,CARLOS HUMBERTO GONZALEZ DE LEON,EMMY LISSETH ORTIZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 6
1601,00-06-0022-46,01-102,GUATEMALA,CIUDAD CAPITAL,COLEGIO MARIANNE FROSTIG,15 AVENIDA 8-35,40344543,ZIZI ARELY LOPEZ CHINCHILLA,ATALA MARIA ARRIOLA MANSILLA DE CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1602,00-06-0023-46,01-102,GUATEMALA,CIUDAD CAPITAL,COLEGIO MARIANNE FROSTIG,15 AVENIDA 8-35,22881700,ZIZI ARELY LOPEZ CHINCHILLA,JULIO ALEJANDRO ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1603,00-06-0024-46,01-407,GUATEMALA,CIUDAD CAPITAL,COLEGIO MARIANNE FROSTIG,15 AVENIDA 8-35,22881700,CARLOS HUMBERTO GONZALEZ DE LEON,JULIO ALEJANDRO ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 6
1604,00-06-0028-46,01-101,GUATEMALA,CIUDAD CAPITAL,LICEO PROFESOR DAVID LETRAN,6TA. CALLE 20-64,44731032,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,ALMA ISABEL OLIVA HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1605,00-06-0032-46,01-403,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""CARLOS BENJAMIN PAIZ AYALA""","FINAL, CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA",22102943,CARLOS HUMBERTO GONZALEZ DE LEON,JOVITA ANTONIETA MIRANDA BARRIOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1606,00-06-0033-46,01-403,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""CARLOS BENJAMIN PAIZ AYALA ""","FINAL, CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA",22702943,CARLOS HUMBERTO GONZALEZ DE LEON,JOVITA ANTONIETA MIRANDA BARRIOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1607,00-06-0038-46,01-101,GUATEMALA,CIUDAD CAPITAL,"""LICEO DE COMPUTACION C.S.S, ZONA 6""",CALLE MARTI 14-49 ZONA 6,22882093,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,LEONEL RAMIRO ALVAREZ CARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1608,00-06-0042-46,01-102,GUATEMALA,CIUDAD CAPITAL,LICEO TECNOLOGICO GUATEMALTECO,"15 AVENIDA ""B"" 10-23",22885205,ZIZI ARELY LOPEZ CHINCHILLA,SARA LISETH ARIAS MIJANGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1609,00-06-0045-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO TECNOLOGICO GUATEMALTECO,"15 AVENIDA ""B"" 10-23",22885205,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA LUCRECIA HERNANDEZ ROSALES DE REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,ZONA 6
1610,00-06-0046-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO TECNOLOGICO GUATEMALTECO,"15 AVENIDA ""B"" 10-23",22885205,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA LUCRECIA HERNANDEZ ROSALES DE REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,ZONA 6
1611,00-06-0049-46,01-101,GUATEMALA,CIUDAD CAPITAL,LICEO MIXTO BILINGUE JOSE MARIA ORELLANA,17 AVENIDA 21-97 PROYECTO 4-4,22542497,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,LILY PATRICIA MENDIZABAL ARRIOLA DE RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1612,00-06-0050-46,01-102,GUATEMALA,CIUDAD CAPITAL,"COLEGIO PRIVADO ""TERESA DE AVILA""",15 AVENIDA 5-45,22880382,ZIZI ARELY LOPEZ CHINCHILLA,SILVIA LILIANA BARRILLAS MARROQUIN DE CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1613,00-06-0051-46,01-102,GUATEMALA,CIUDAD CAPITAL,"COLEGIO PRIVADO ""TERESA DE AVILA""",15 AVENIDA 5-45,22703364,ZIZI ARELY LOPEZ CHINCHILLA,SILVIA LILIANA BARILLAS MARROQUN DE CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1614,00-06-0053-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO DE COMPUTACION C.S.S.,CALLE MARTI 14-49,22882093,CARLOS HUMBERTO GONZALEZ DE LEON,LEONEL RAMIRO ALVAREZ CABRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,ZONA 6
1615,00-06-0055-46,01-101,GUATEMALA,CIUDAD CAPITAL,"COLEGIO CRISTIANO ""SEMILLAS DE AMOR""","5A. CALLE ""A"" 17-15",22544806,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,EVGENY FRINE POLANCO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
1616,00-06-0056-46,01-101,GUATEMALA,CIUDAD CAPITAL,"ESCUELA EXPERIMENTAL CON ORIENTACION OCUPACIONAL ""VILLA DE LOS NINOS""",16 AVENIDA FINAL 22-99 PROYECTO 4-4,22543139,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,JULIO CARLOS HERNANDEZ DIEGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,ZONA 6
